订单号,产品类别,产品名称,销售数量,单价,客户所在城市,支付方式,订单日期
3549471611,食品,饼干,9,344,重庆,支付宝,2025-06-14
1120023421,食品,海苔,5,97,合肥,现金,2025-06-04
5273416575,服装,运动鞋,7,161,北京,微信支付,2025-06-11
1383830400,服装,牛仔裤,7,238,天津,银行卡,2025-06-09
5533152127,食品,饼干,5,357,北京,微信支付,2025-06-06
8718248833,家居用品,台灯,6,309,北京,银行卡,2025-06-29
7689317251,食品,饼干,1,140,成都,现金,2025-06-28
7987592068,电子产品,充电宝,7,279,合肥,银行卡,2025-06-20
4321047429,家居用品,收纳盒,4,321,上海,现金,2025-06-14
5383144328,服装,T恤,10,348,杭州,银行卡,2025-06-29
3680285578,电子产品,蓝牙耳机,10,265,昆明,支付宝,2025-06-30
4503448461,电子产品,电动牙刷,1,285,郑州,银行卡,2025-06-26
5366377358,服装,T恤,8,248,天津,微信支付,2025-06-30
7211064208,服装,牛仔裤,9,41,上海,支付宝,2025-06-13
4920642449,家居用品,保温杯,3,17,上海,支付宝,2025-06-30
6007841682,服装,T恤,3,295,北京,银行卡,2025-06-20
6250386320,图书,绘本,5,360,天津,支付宝,2025-06-20
9169374096,食品,巧克力,1,199,北京,银行卡,2025-06-23
7551169429,食品,巧克力,10,339,福州,支付宝,2025-06-10
3334296464,服装,T恤,5,159,北京,银行卡,2025-06-07
1161292691,电子产品,鼠标,8,167,深圳,银行卡,2025-06-27
1191717785,家居用品,毯子,3,140,昆明,现金,2025-06-27
3105387418,电子产品,充电宝,8,241,合肥,银行卡,2025-06-09
1744229273,图书,小说,2,280,北京,支付宝,2025-06-12
5799314329,图书,教材,6,192,上海,现金,2025-06-30
7527392156,食品,饼干,4,259,郑州,银行卡,2025-06-26
2169582493,图书,小说,5,93,昆明,支付宝,2025-06-26
3194608545,家居用品,枕头,4,52,广州,微信支付,2025-06-13
3709404066,食品,牛奶,4,12,深圳,微信支付,2025-06-06
5514601378,家居用品,保温杯,7,213,上海,微信支付,2025-06-22
3620711333,食品,牛奶,4,24,深圳,现金,2025-06-15
8694412200,服装,牛仔裤,3,264,广州,微信支付,2025-06-27
2398358441,食品,饼干,8,376,青岛,银行卡,2025-06-19
4435545009,食品,饼干,2,237,南京,微信支付,2025-06-06
6554440625,食品,巧克力,9,259,北京,现金,2025-06-06
9174879154,服装,外套,1,223,广州,现金,2025-06-28
9181289397,服装,外套,7,251,昆明,现金,2025-06-19
9541950397,图书,漫画,7,211,青岛,银行卡,2025-06-12
3878917054,电子产品,智能音箱,9,345,成都,支付宝,2025-06-08
1103422399,电子产品,鼠标,8,299,福州,银行卡,2025-06-20
2501508032,服装,牛仔裤,7,367,广州,现金,2025-06-12
6194398144,食品,牛奶,10,11,成都,现金,2025-06-29
4663837631,电子产品,智能音箱,1,8,上海,银行卡,2025-06-12
3533671359,图书,绘本,3,214,青岛,微信支付,2025-06-05
4046175168,家居用品,收纳盒,6,265,北京,银行卡,2025-06-30
4401626049,电子产品,充电宝,4,352,郑州,支付宝,2025-06-03
1226464203,电子产品,充电宝,9,63,武汉,微信支付,2025-06-04
1436140491,家居用品,收纳盒,8,303,昆明,现金,2025-06-02
1290470349,图书,绘本,9,134,郑州,银行卡,2025-06-24
1206457296,电子产品,蓝牙耳机,1,310,北京,支付宝,2025-06-26
7667231697,电子产品,智能音箱,10,312,福州,支付宝,2025-06-11
8034831314,食品,海苔,2,239,广州,微信支付,2025-06-17
2055578580,服装,牛仔裤,3,151,合肥,支付宝,2025-06-24
8285633493,服装,运动鞋,4,155,昆明,支付宝,2025-06-07
5737065430,家居用品,台灯,7,211,上海,银行卡,2025-06-10
9910666201,食品,牛奶,10,323,天津,微信支付,2025-06-02
6603054044,电子产品,充电宝,2,200,天津,支付宝,2025-06-01
7554524125,电子产品,充电宝,4,160,广州,银行卡,2025-06-14
2321081308,电子产品,充电宝,5,194,上海,支付宝,2025-06-20
6117999584,家居用品,台灯,9,255,上海,支付宝,2025-06-26
4146998246,服装,外套,7,373,成都,银行卡,2025-06-05
6164323305,图书,绘本,9,64,广州,现金,2025-06-03
6282392554,食品,饼干,6,352,杭州,银行卡,2025-06-25
2033304555,家居用品,枕头,6,131,上海,银行卡,2025-06-07
2255588329,电子产品,鼠标,4,104,深圳,支付宝,2025-06-09
7323167726,食品,巧克力,5,31,上海,微信支付,2025-06-16
1800649711,服装,T恤,7,229,南京,银行卡,2025-06-29
8318544883,食品,巧克力,3,258,昆明,银行卡,2025-06-19
7452285940,食品,牛奶,7,91,上海,银行卡,2025-06-22
7293938676,家居用品,毯子,7,143,天津,银行卡,2025-06-20
2800554998,图书,教材,7,125,重庆,支付宝,2025-06-09
6288374774,电子产品,鼠标,9,122,上海,微信支付,2025-06-14
9500468216,电子产品,智能音箱,1,76,合肥,现金,2025-06-23
3444022262,家居用品,毯子,9,16,杭州,支付宝,2025-06-09
3946951678,图书,漫画,7,160,广州,微信支付,2025-06-27
6084197375,图书,教材,3,60,深圳,银行卡,2025-06-05
4268547071,电子产品,电动牙刷,9,299,北京,银行卡,2025-06-02
8575960064,食品,牛奶,10,14,上海,现金,2025-06-23
8137800706,服装,T恤,6,305,重庆,微信支付,2025-06-02
5912359940,食品,坚果,5,167,杭州,微信支付,2025-06-29
9453755398,电子产品,充电宝,9,329,昆明,现金,2025-06-18
6613767176,家居用品,台灯,8,145,青岛,微信支付,2025-06-26
5460870159,家居用品,台灯,7,256,深圳,银行卡,2025-06-27
4009612306,家居用品,保温杯,8,236,重庆,微信支付,2025-06-03
2436828179,电子产品,电动牙刷,4,107,郑州,微信支付,2025-06-27
3252790293,食品,海苔,3,230,深圳,现金,2025-06-15
9543484438,电子产品,智能音箱,9,135,天津,支付宝,2025-06-07
2089954328,服装,帽子,8,226,青岛,微信支付,2025-06-08
1618877465,图书,绘本,1,17,合肥,现金,2025-06-13
1197263899,食品,坚果,1,267,青岛,微信支付,2025-06-11
8209206302,服装,外套,8,12,天津,支付宝,2025-06-20
1668359204,图书,教材,5,7,成都,支付宝,2025-06-04
5236519973,家居用品,收纳盒,2,271,天津,支付宝,2025-06-12
4696792102,家居用品,台灯,9,189,武汉,银行卡,2025-06-10
1739191336,电子产品,电动牙刷,5,213,广州,现金,2025-06-10
1262298154,家居用品,台灯,3,317,杭州,微信支付,2025-06-12
2905551915,电子产品,电动牙刷,3,91,重庆,银行卡,2025-06-10
1736088620,图书,漫画,10,181,武汉,银行卡,2025-06-13
4918912043,图书,漫画,1,8,合肥,支付宝,2025-06-02
5034218542,图书,漫画,10,377,北京,支付宝,2025-06-10
6802543664,食品,巧克力,8,337,北京,微信支付,2025-06-14
5307751473,服装,帽子,5,202,青岛,银行卡,2025-06-11
5151751225,图书,绘本,1,187,重庆,微信支付,2025-06-06
6651546686,家居用品,保温杯,10,244,昆明,现金,2025-06-26
2549951554,电子产品,蓝牙耳机,7,141,上海,银行卡,2025-06-24
5685996612,服装,帽子,3,314,福州,现金,2025-06-15
1690514503,家居用品,保温杯,5,232,重庆,银行卡,2025-06-10
4403369032,电子产品,充电宝,9,385,合肥,微信支付,2025-06-03
4617024584,家居用品,台灯,5,70,广州,现金,2025-06-08
5998867530,家居用品,收纳盒,5,229,昆明,现金,2025-06-15
9011713100,食品,坚果,6,29,郑州,支付宝,2025-06-02
2563972176,图书,漫画,3,101,福州,银行卡,2025-06-18
9590248531,电子产品,蓝牙耳机,4,327,武汉,微信支付,2025-06-24
8313541715,电子产品,鼠标,6,229,南京,支付宝,2025-06-04
2627841111,食品,饼干,9,160,上海,支付宝,2025-06-11
6229371992,家居用品,收纳盒,3,366,重庆,支付宝,2025-06-06
4846988379,食品,坚果,10,65,南京,支付宝,2025-06-08
6105951324,食品,饼干,7,298,福州,银行卡,2025-06-18
3996898398,图书,漫画,6,175,上海,微信支付,2025-06-15
9459919968,服装,帽子,9,155,成都,微信支付,2025-06-26
4135298145,食品,巧克力,10,3,北京,银行卡,2025-06-01
2513421410,服装,外套,9,292,上海,微信支付,2025-06-21
1346339938,图书,杂志,4,5,武汉,银行卡,2025-06-19
4105903204,图书,教材,9,338,合肥,现金,2025-06-12
8437697637,家居用品,毯子,8,387,南京,现金,2025-06-25
2419852390,家居用品,台灯,7,36,天津,银行卡,2025-06-30
1772022882,服装,T恤,10,191,天津,现金,2025-06-21
7911724138,家居用品,台灯,5,32,南京,现金,2025-06-07
8788933741,电子产品,智能音箱,4,296,深圳,支付宝,2025-06-26
6291700847,服装,T恤,4,347,武汉,支付宝,2025-06-04
7921810545,服装,外套,3,185,广州,现金,2025-06-30
1014342770,家居用品,台灯,3,49,重庆,现金,2025-06-21
9018377335,服装,牛仔裤,3,30,福州,银行卡,2025-06-05
2655624315,图书,杂志,3,63,青岛,微信支付,2025-06-12
1766734972,食品,巧克力,4,377,杭州,支付宝,2025-06-21
5981895804,电子产品,充电宝,5,356,广州,银行卡,2025-06-20
5734800508,服装,运动鞋,6,358,天津,支付宝,2025-06-12
1549241473,服装,运动鞋,1,17,天津,支付宝,2025-06-20
9211628673,电子产品,蓝牙耳机,3,305,重庆,现金,2025-06-27
7425315971,家居用品,毯子,10,350,合肥,微信支付,2025-06-24
5707838597,食品,巧克力,2,392,广州,支付宝,2025-06-08
5667042438,家居用品,台灯,5,190,青岛,现金,2025-06-27
1981731974,图书,漫画,8,128,青岛,现金,2025-06-14
1086854277,家居用品,毯子,7,11,福州,银行卡,2025-06-26
9633985673,图书,教材,1,333,合肥,支付宝,2025-06-05
1210350726,服装,牛仔裤,7,227,重庆,支付宝,2025-06-20
7747746955,食品,巧克力,8,301,福州,微信支付,2025-06-23
7333110924,服装,运动鞋,6,394,青岛,现金,2025-06-29
2396615821,服装,运动鞋,5,254,北京,微信支付,2025-06-27
7826353294,食品,饼干,8,194,合肥,现金,2025-06-28
7563871366,电子产品,电动牙刷,6,107,深圳,现金,2025-06-30
9316715670,图书,绘本,2,347,天津,银行卡,2025-06-13
6341940375,食品,牛奶,4,107,北京,现金,2025-06-18
3463974044,电子产品,鼠标,3,122,北京,支付宝,2025-06-07
7081061534,电子产品,鼠标,10,152,福州,银行卡,2025-06-09
4298273951,图书,漫画,6,174,郑州,微信支付,2025-06-12
6680722593,家居用品,枕头,8,61,杭州,现金,2025-06-05
1480432805,食品,海苔,1,372,北京,银行卡,2025-06-28
7470843046,家居用品,枕头,10,127,深圳,现金,2025-06-13
8956970150,家居用品,枕头,7,214,昆明,现金,2025-06-07
5958620333,服装,T恤,5,111,南京,现金,2025-06-14
4780186800,食品,巧克力,6,343,昆明,现金,2025-06-10
6424837300,图书,小说,7,152,成都,现金,2025-06-05
2718033082,食品,巧克力,2,346,杭州,支付宝,2025-06-03
7124880573,电子产品,蓝牙耳机,4,334,武汉,现金,2025-06-08
4583062717,家居用品,毯子,10,157,重庆,现金,2025-06-27
9158077630,图书,教材,8,11,武汉,微信支付,2025-06-07
3509726400,食品,饼干,7,139,郑州,现金,2025-06-24
9381795006,家居用品,收纳盒,10,199,杭州,现金,2025-06-18
6376981696,电子产品,充电宝,1,144,上海,银行卡,2025-06-16
8523916482,食品,饼干,7,342,南京,支付宝,2025-06-27
9798937800,电子产品,智能音箱,4,160,福州,银行卡,2025-06-02
8372427977,食品,饼干,7,359,福州,微信支付,2025-06-02
8315628745,服装,帽子,1,392,天津,现金,2025-06-11
7066672334,电子产品,电动牙刷,7,325,福州,现金,2025-06-30
5059808463,电子产品,电动牙刷,7,353,广州,支付宝,2025-06-03
8478098640,电子产品,蓝牙耳机,10,224,广州,银行卡,2025-06-14
7655079122,食品,巧克力,3,151,杭州,支付宝,2025-06-12
7652601044,食品,坚果,3,164,广州,现金,2025-06-26
5927423191,电子产品,充电宝,4,217,合肥,支付宝,2025-06-05
9855202521,服装,T恤,6,356,广州,支付宝,2025-06-13
3007732955,食品,牛奶,5,259,深圳,现金,2025-06-24
2691499237,家居用品,台灯,6,245,武汉,银行卡,2025-06-02
1145584869,食品,牛奶,2,208,上海,现金,2025-06-03
1245091046,食品,饼干,9,260,南京,微信支付,2025-06-06
1123073257,家居用品,收纳盒,7,49,深圳,现金,2025-06-07
2955238634,电子产品,电动牙刷,5,249,武汉,支付宝,2025-06-16
8186488044,食品,饼干,6,160,成都,银行卡,2025-06-25
6027867377,服装,T恤,5,227,上海,微信支付,2025-06-14
1173263604,食品,坚果,2,103,杭州,银行卡,2025-06-24
1788794101,电子产品,电动牙刷,9,369,杭州,支付宝,2025-06-06
7294260470,食品,坚果,10,28,深圳,现金,2025-06-11
7129486584,电子产品,智能音箱,3,244,深圳,现金,2025-06-11
7964505337,服装,运动鞋,4,294,郑州,微信支付,2025-06-20
2246233336,家居用品,收纳盒,5,255,昆明,银行卡,2025-06-04
7826253051,电子产品,鼠标,2,114,重庆,微信支付,2025-06-15
3716125946,家居用品,枕头,7,137,福州,现金,2025-06-02
4493929722,服装,外套,2,238,北京,支付宝,2025-06-21
5206332674,图书,小说,6,19,青岛,支付宝,2025-06-05
7389097221,电子产品,电动牙刷,3,248,青岛,银行卡,2025-06-29
8698373381,服装,运动鞋,9,117,福州,现金,2025-06-11
5207129351,图书,杂志,2,8,郑州,银行卡,2025-06-27
5953645829,服装,T恤,1,85,上海,现金,2025-06-03
3546008837,图书,教材,6,394,武汉,微信支付,2025-06-17
6995991818,电子产品,充电宝,6,215,北京,微信支付,2025-06-13
4282533130,服装,帽子,2,110,合肥,现金,2025-06-11
2967870730,家居用品,枕头,2,172,上海,银行卡,2025-06-20
6832979208,服装,帽子,5,292,重庆,现金,2025-06-29
9759141136,食品,饼干,3,172,重庆,现金,2025-06-03
7191883026,食品,牛奶,2,338,广州,银行卡,2025-06-11
8448050451,食品,巧克力,8,197,深圳,微信支付,2025-06-23
4700456211,服装,牛仔裤,6,58,郑州,支付宝,2025-06-08
2676073749,食品,坚果,9,187,上海,银行卡,2025-06-01
5831867667,服装,T恤,2,147,福州,支付宝,2025-06-11
4999505176,图书,漫画,4,96,合肥,现金,2025-06-06
8386850075,食品,饼干,1,78,成都,银行卡,2025-06-14
3742885148,电子产品,蓝牙耳机,4,307,福州,现金,2025-06-28
2109607196,电子产品,充电宝,9,156,昆明,微信支付,2025-06-16
4812387617,服装,牛仔裤,10,240,青岛,现金,2025-06-16
9369085218,图书,漫画,5,203,上海,银行卡,2025-06-10
8261283107,家居用品,保温杯,5,65,广州,微信支付,2025-06-24
5969288488,服装,T恤,7,362,重庆,微信支付,2025-06-26
6645792043,服装,运动鞋,3,123,郑州,微信支付,2025-06-28
6393509168,图书,教材,9,100,成都,银行卡,2025-06-26
5124820273,家居用品,保温杯,10,211,北京,银行卡,2025-06-20
1985080626,家居用品,收纳盒,2,11,北京,支付宝,2025-06-21
5483296049,食品,牛奶,5,114,合肥,微信支付,2025-06-17
5187052854,家居用品,台灯,8,93,成都,支付宝,2025-06-08
5400438071,家居用品,台灯,3,181,郑州,微信支付,2025-06-07
5471532342,服装,帽子,8,85,天津,微信支付,2025-06-06
3118482746,电子产品,充电宝,9,177,福州,支付宝,2025-06-15
2406446402,家居用品,保温杯,6,269,青岛,银行卡,2025-06-26
7965719880,服装,外套,3,117,郑州,银行卡,2025-06-25
8253687116,图书,教材,6,47,北京,银行卡,2025-06-16
6103567692,家居用品,枕头,7,107,成都,微信支付,2025-06-21
3466700109,电子产品,电动牙刷,5,301,南京,微信支付,2025-06-29
1235666255,食品,饼干,4,16,南京,银行卡,2025-06-11
3278472530,家居用品,毯子,8,98,南京,微信支付,2025-06-10
3826201940,图书,绘本,2,359,青岛,现金,2025-06-19
4448664920,服装,运动鞋,9,262,合肥,支付宝,2025-06-10
2406171997,食品,坚果,2,9,昆明,微信支付,2025-06-30
4057396573,服装,外套,5,393,深圳,银行卡,2025-06-21
9625042271,食品,海苔,8,289,合肥,现金,2025-06-18
2902560096,食品,海苔,8,361,昆明,支付宝,2025-06-27
8040217953,家居用品,毯子,4,125,武汉,微信支付,2025-06-30
5424825693,家居用品,台灯,8,207,青岛,银行卡,2025-06-23
6482099558,电子产品,充电宝,6,57,青岛,现金,2025-06-18
1043705192,家居用品,毯子,4,304,昆明,支付宝,2025-06-15
5798055272,图书,漫画,4,112,昆明,支付宝,2025-06-23
3648619890,服装,帽子,7,289,青岛,支付宝,2025-06-08
2369860979,电子产品,电动牙刷,9,235,武汉,银行卡,2025-06-03
9008407922,图书,教材,10,291,昆明,微信支付,2025-06-17
5730282870,服装,帽子,4,347,重庆,现金,2025-06-11
4742499703,食品,饼干,6,41,杭州,现金,2025-06-28
9720989048,食品,巧克力,4,240,北京,现金,2025-06-29
5788562809,电子产品,鼠标,2,193,郑州,现金,2025-06-27
5977609596,电子产品,智能音箱,10,51,武汉,银行卡,2025-06-16
7152207228,图书,漫画,9,334,杭州,现金,2025-06-10
8413257089,服装,帽子,10,371,昆明,银行卡,2025-06-04
5406039426,服装,牛仔裤,7,270,上海,微信支付,2025-06-09
4103910791,家居用品,台灯,3,8,合肥,银行卡,2025-06-08
2117055880,服装,运动鞋,7,264,杭州,微信支付,2025-06-07
5575818632,图书,教材,4,271,郑州,银行卡,2025-06-11
3001937294,图书,漫画,1,294,上海,微信支付,2025-06-23
2223775119,家居用品,毯子,1,40,武汉,微信支付,2025-06-22
4988999056,电子产品,鼠标,10,354,合肥,微信支付,2025-06-09
6801096083,家居用品,毯子,1,262,昆明,银行卡,2025-06-18
4869762451,电子产品,鼠标,2,197,合肥,银行卡,2025-06-06
3408258453,家居用品,保温杯,3,13,重庆,支付宝,2025-06-05
9182186904,电子产品,充电宝,1,315,上海,现金,2025-06-29
3540321690,图书,杂志,7,340,成都,银行卡,2025-06-21
5502553501,图书,教材,9,221,杭州,现金,2025-06-14
1457489309,图书,绘本,9,178,杭州,微信支付,2025-06-01
2508010912,电子产品,电动牙刷,5,158,上海,微信支付,2025-06-27
4775538090,家居用品,毯子,8,294,福州,微信支付,2025-06-25
4460881325,图书,小说,5,144,广州,现金,2025-06-02
7223895474,电子产品,充电宝,3,31,重庆,微信支付,2025-06-20
5090530738,家居用品,保温杯,4,83,深圳,银行卡,2025-06-27
3700655540,食品,海苔,3,381,北京,现金,2025-06-09
1543738806,电子产品,智能音箱,10,243,北京,现金,2025-06-02
6903436729,电子产品,鼠标,3,42,昆明,微信支付,2025-06-16
9065700795,食品,坚果,5,388,合肥,银行卡,2025-06-25
7986863547,食品,饼干,5,341,杭州,支付宝,2025-06-29
4473597373,家居用品,保温杯,7,174,北京,现金,2025-06-30
7342458305,食品,饼干,3,146,杭州,支付宝,2025-06-04
9705196996,电子产品,鼠标,8,177,上海,银行卡,2025-06-20
3562489285,服装,帽子,6,133,深圳,现金,2025-06-06
5205966281,食品,牛奶,2,81,深圳,现金,2025-06-10
9439083978,图书,教材,6,14,合肥,支付宝,2025-06-04
3133750731,食品,海苔,7,377,杭州,微信支付,2025-06-04
2943165902,服装,运动鞋,5,106,深圳,现金,2025-06-01
8324369871,电子产品,鼠标,5,164,南京,银行卡,2025-06-21
2848478672,电子产品,鼠标,4,192,武汉,支付宝,2025-06-29
7277977041,电子产品,智能音箱,4,2,深圳,支付宝,2025-06-10
7307996625,家居用品,台灯,7,45,天津,支付宝,2025-06-03
2896014804,图书,绘本,9,331,成都,微信支付,2025-06-22
8330823127,家居用品,保温杯,5,227,南京,银行卡,2025-06-12
2407169496,电子产品,智能音箱,5,17,广州,现金,2025-06-16
9902405080,电子产品,电动牙刷,4,221,杭州,现金,2025-06-04
4723484120,图书,小说,5,120,郑州,支付宝,2025-06-23
4542715362,电子产品,蓝牙耳机,2,219,深圳,现金,2025-06-20
1385350626,电子产品,鼠标,4,343,昆明,微信支付,2025-06-25
1753378279,食品,饼干,8,83,北京,银行卡,2025-06-04
2391219691,电子产品,蓝牙耳机,10,78,上海,微信支付,2025-06-30
6133978604,服装,运动鞋,10,202,北京,现金,2025-06-19
7090970094,服装,外套,7,137,郑州,现金,2025-06-03
8318225903,图书,绘本,5,191,北京,微信支付,2025-06-19
6386820592,图书,小说,1,269,合肥,现金,2025-06-15
2239329774,食品,海苔,5,165,福州,银行卡,2025-06-22
1705305586,图书,杂志,4,296,合肥,支付宝,2025-06-06
8133895663,图书,杂志,9,243,广州,现金,2025-06-20
2101439988,服装,外套,10,189,重庆,现金,2025-06-06
9969483253,食品,海苔,4,154,武汉,微信支付,2025-06-16
1776905712,电子产品,智能音箱,7,20,青岛,银行卡,2025-06-18
6994339313,电子产品,蓝牙耳机,7,361,天津,银行卡,2025-06-17
6117088762,图书,杂志,9,130,重庆,微信支付,2025-06-28
7484511740,服装,外套,9,216,郑州,银行卡,2025-06-11
7131231741,服装,帽子,6,4,北京,银行卡,2025-06-02
1581884927,食品,坚果,7,369,合肥,现金,2025-06-24
1129971199,食品,巧克力,6,318,福州,支付宝,2025-06-09
1400466946,家居用品,保温杯,3,105,福州,银行卡,2025-06-05
9875226114,电子产品,充电宝,4,61,北京,微信支付,2025-06-12
7530481157,食品,巧克力,6,381,昆明,支付宝,2025-06-03
7186480645,服装,T恤,9,202,昆明,微信支付,2025-06-22
3540932108,图书,小说,10,305,深圳,现金,2025-06-01
7070064140,家居用品,毯子,3,159,成都,支付宝,2025-06-20
5017038351,服装,帽子,1,187,重庆,现金,2025-06-03
4379565587,食品,饼干,6,157,上海,支付宝,2025-06-29
1812907540,服装,外套,2,222,深圳,微信支付,2025-06-21
9316382228,电子产品,智能音箱,2,36,昆明,支付宝,2025-06-01
6640598556,食品,坚果,2,57,青岛,微信支付,2025-06-30
1950015006,电子产品,智能音箱,10,365,青岛,支付宝,2025-06-17
9839058464,服装,外套,6,161,福州,支付宝,2025-06-03
3182509601,服装,外套,7,317,青岛,银行卡,2025-06-19
7979279905,家居用品,保温杯,10,71,广州,微信支付,2025-06-25
5253576227,图书,杂志,7,259,天津,现金,2025-06-16
3663509028,图书,教材,4,1,成都,现金,2025-06-21
8485805606,服装,运动鞋,4,398,昆明,微信支付,2025-06-23
3189831206,电子产品,鼠标,10,45,重庆,现金,2025-06-15
3129503272,食品,牛奶,3,129,合肥,现金,2025-06-27
4883486249,家居用品,台灯,1,291,武汉,微信支付,2025-06-05
2846998059,食品,牛奶,6,357,合肥,支付宝,2025-06-15
2388522541,家居用品,保温杯,8,398,天津,微信支付,2025-06-12
6038316590,家居用品,保温杯,5,47,北京,支付宝,2025-06-12
7244095024,服装,外套,9,146,北京,支付宝,2025-06-15
6172370481,电子产品,智能音箱,9,309,福州,现金,2025-06-22
4400072241,食品,牛奶,4,46,北京,银行卡,2025-06-18
6933077556,家居用品,收纳盒,6,120,重庆,现金,2025-06-29
7924067895,家居用品,收纳盒,1,209,重庆,微信支付,2025-06-07
2316127800,家居用品,收纳盒,6,2,深圳,支付宝,2025-06-17
6698530361,食品,海苔,8,360,青岛,微信支付,2025-06-18
7835655738,服装,牛仔裤,1,369,天津,现金,2025-06-01
8074206785,图书,小说,9,78,合肥,银行卡,2025-06-07
5514110530,食品,坚果,5,200,重庆,微信支付,2025-06-08
7410802243,服装,外套,8,137,天津,微信支付,2025-06-11
5292580422,图书,杂志,1,288,武汉,支付宝,2025-06-24
5957221961,服装,外套,2,11,重庆,现金,2025-06-03
7922808394,家居用品,毯子,6,98,上海,现金,2025-06-17
8494364237,服装,T恤,3,330,合肥,支付宝,2025-06-24
8182675028,服装,帽子,8,158,郑州,银行卡,2025-06-02
8003216982,家居用品,枕头,2,232,上海,银行卡,2025-06-27
5705895512,食品,牛奶,9,294,成都,微信支付,2025-06-24
5096330841,服装,帽子,5,307,成都,支付宝,2025-06-21
9235633754,家居用品,枕头,10,27,昆明,微信支付,2025-06-03
9070708318,图书,绘本,1,261,武汉,支付宝,2025-06-17
7939651169,服装,运动鞋,5,352,深圳,现金,2025-06-21
9412902498,电子产品,蓝牙耳机,2,319,上海,银行卡,2025-06-01
3678072775,家居用品,枕头,8,305,广州,银行卡,2025-06-16
5147641445,服装,外套,5,181,合肥,现金,2025-06-17
6440664678,服装,T恤,7,99,合肥,微信支付,2025-06-16
2347062886,家居用品,毯子,4,220,郑州,微信支付,2025-06-05
7196710510,家居用品,枕头,4,66,深圳,银行卡,2025-06-07
1792382575,服装,T恤,8,154,重庆,支付宝,2025-06-07
3124409972,电子产品,智能音箱,8,291,重庆,现金,2025-06-08
7486752376,食品,海苔,3,127,南京,现金,2025-06-23
6199815801,图书,小说,2,309,南京,现金,2025-06-04
6060455547,食品,巧克力,6,182,成都,微信支付,2025-06-02
7443830397,食品,饼干,6,66,重庆,银行卡,2025-06-16
2724236927,图书,教材,9,341,北京,微信支付,2025-06-20
1723131520,家居用品,收纳盒,8,220,上海,现金,2025-06-05
7308121728,图书,漫画,9,338,重庆,银行卡,2025-06-16
9912895109,服装,T恤,1,190,成都,现金,2025-06-02
3427120774,图书,漫画,10,317,郑州,现金,2025-06-01
8337233544,食品,巧克力,1,220,青岛,银行卡,2025-06-26
7306247819,电子产品,鼠标,10,343,合肥,银行卡,2025-06-22
7192798861,电子产品,充电宝,4,261,上海,银行卡,2025-06-16
3251369614,电子产品,电动牙刷,4,256,昆明,微信支付,2025-06-02
8965047951,服装,帽子,10,329,昆明,现金,2025-06-13
2382171792,食品,海苔,5,135,北京,支付宝,2025-06-09
9799736977,服装,帽子,6,254,成都,微信支付,2025-06-13
6710269585,服装,外套,7,339,成都,微信支付,2025-06-12
6590736021,服装,外套,9,25,北京,支付宝,2025-06-05
1997371029,电子产品,电动牙刷,1,98,深圳,微信支付,2025-06-30
6628359830,食品,饼干,3,283,武汉,微信支付,2025-06-25
2045691544,电子产品,鼠标,8,340,武汉,银行卡,2025-06-25
1529452186,电子产品,充电宝,10,42,郑州,支付宝,2025-06-10
7984565914,食品,牛奶,3,183,上海,现金,2025-06-23
5734747811,电子产品,蓝牙耳机,7,357,武汉,银行卡,2025-06-29
6173927078,家居用品,收纳盒,7,356,广州,支付宝,2025-06-28
8488578726,食品,牛奶,7,298,福州,微信支付,2025-06-19
5704709801,图书,杂志,4,185,福州,现金,2025-06-06
4726546090,家居用品,台灯,5,113,上海,现金,2025-06-20
3617083051,食品,坚果,10,175,武汉,现金,2025-06-12
8153683627,家居用品,台灯,8,221,重庆,现金,2025-06-27
1481295533,服装,外套,3,319,天津,微信支付,2025-06-09
3726638766,食品,牛奶,6,398,广州,银行卡,2025-06-22
1009911469,图书,小说,5,258,昆明,现金,2025-06-23
7364228779,食品,饼干,10,3,天津,银行卡,2025-06-06
6981752498,电子产品,蓝牙耳机,2,56,成都,现金,2025-06-02
4197127859,图书,绘本,5,272,青岛,微信支付,2025-06-29
5414735541,食品,海苔,1,40,合肥,支付宝,2025-06-09
4265588406,服装,T恤,10,195,深圳,支付宝,2025-06-28
3218433717,服装,T恤,10,291,广州,现金,2025-06-02
1933457083,电子产品,智能音箱,1,277,青岛,微信支付,2025-06-07
4492715707,服装,牛仔裤,4,399,郑州,微信支付,2025-06-25
2753144511,服装,T恤,1,175,昆明,现金,2025-06-10
3754952384,电子产品,蓝牙耳机,2,19,南京,银行卡,2025-06-23
6914924224,图书,教材,3,172,上海,支付宝,2025-06-14
9368600258,图书,杂志,10,155,天津,现金,2025-06-21
9082883781,图书,漫画,3,140,深圳,现金,2025-06-30
7124530886,电子产品,蓝牙耳机,9,395,天津,支付宝,2025-06-05
5273024205,图书,漫画,7,48,郑州,现金,2025-06-20
7975777998,服装,外套,10,159,成都,支付宝,2025-06-15
1783332562,食品,海苔,10,140,郑州,现金,2025-06-27
9747533522,服装,外套,5,250,天津,支付宝,2025-06-25
1322450643,服装,外套,4,33,杭州,微信支付,2025-06-04
5805711059,食品,巧克力,7,328,广州,现金,2025-06-05
4015644375,食品,海苔,3,372,上海,银行卡,2025-06-10
6649956059,家居用品,毯子,2,258,青岛,微信支付,2025-06-30
